0.000000000000000000e+00 -2.772732734680175781e+00 0.000000000000000000e+00 -2.025782108306884766e+00
1.507537688442210991e-02 -2.415458440780639648e+00 1.507537688442210991e-02 -2.383896350860595703e+00
3.015075376884421982e-02 -2.740514278411865234e+00 3.015075376884421982e-02 -3.507091045379638672e+00
4.522613065326633319e-02 -3.262959241867065430e+00 4.522613065326633319e-02 -2.033963203430175781e+00
6.030150753768843963e-02 -1.611705064773559570e+00 6.030150753768843963e-02 -2.937596738338470459e-01
7.537688442211054607e-02 -1.111945867538452148e+00 7.537688442211054607e-02 -1.241988897323608398e+00
9.045226130653266639e-02 -3.498836755752563477e+00 9.045226130653266639e-02 -3.839138150215148926e-01
1.055276381909547728e-01 -2.743994951248168945e+00 1.055276381909547728e-01 -2.210337162017822266e+00
1.206030150753768793e-01 -2.124026775360107422e+00 1.206030150753768793e-01 -1.192410230636596680e+00
1.356783919597989996e-01 -3.810554742813110352e-01 1.356783919597989996e-01 -2.112094402313232422e+00
1.507537688442210921e-01 -3.536701440811157227e+00 1.507537688442210921e-01 -1.668958783149719238e+00
1.658291457286432125e-01 -2.647991657257080078e+00 1.658291457286432125e-01 -5.256617069244384766e-01
1.809045226130653328e-01 -2.291881084442138672e+00 1.809045226130653328e-01 -3.210078954696655273e+00
1.959798994974874253e-01 -1.871054887771606445e+00 1.959798994974874253e-01 -2.219449758529663086e+00
2.110552763819095456e-01 -1.635582089424133301e+00 2.110552763819095456e-01 -1.878611803054809570e+00
2.261306532663316382e-01 -1.558947801589965820e+00 2.261306532663316382e-01 -3.718761920928955078e+00
2.412060301507537585e-01 -2.147440671920776367e+00 2.412060301507537585e-01 -2.562491178512573242e+00
2.562814070351758788e-01 -3.335722684860229492e+00 2.562814070351758788e-01 -1.346391439437866211e+00
2.713567839195979992e-01 -1.672169804573059082e+00 2.713567839195979992e-01 -2.742608547210693359e+00
2.864321608040200640e-01 -2.234297275543212891e+00 2.864321608040200640e-01 -8.468171358108520508e-01
3.015075376884421843e-01 -1.280990004539489746e+00 3.015075376884421843e-01 -7.890548110008239746e-01
3.165829145728643046e-01 -1.789242148399353027e+00 3.165829145728643046e-01 -2.158695697784423828e+00
3.316582914572864249e-01 -1.815863609313964844e+00 3.316582914572864249e-01 -2.595492124557495117e+00
3.467336683417085452e-01 -2.754468023777008057e-01 3.467336683417085452e-01 -2.224034786224365234e+00
3.618090452261306655e-01 -2.021092653274536133e+00 3.618090452261306655e-01 -3.254286050796508789e+00
3.768844221105527303e-01 -1.007939696311950684e+00 3.768844221105527303e-01 -2.913527727127075195e+00
3.919597989949748507e-01 -1.021170496940612793e+00 3.919597989949748507e-01 -1.466657757759094238e+00
4.070351758793969710e-01 -8.551129698753356934e-01 4.070351758793969710e-01 -2.441600799560546875e+00
4.221105527638190913e-01 -2.315550565719604492e+00 4.221105527638190913e-01 1.478286236524581909e-01
4.371859296482412116e-01 -2.249509096145629883e+00 4.371859296482412116e-01 -2.417130708694458008e+00
4.522613065326632764e-01 -1.725370168685913086e+00 4.522613065326632764e-01 -1.523571372032165527e+00
4.673366834170853967e-01 -7.309913635253906250e-01 4.673366834170853967e-01 -2.597363948822021484e+00
4.824120603015075170e-01 -2.789042472839355469e+00 4.824120603015075170e-01 -7.930973172187805176e-01
4.974874371859296374e-01 -4.551292359828948975e-01 4.974874371859296374e-01 -1.331041574478149414e+00
5.125628140703517577e-01 -2.228379011154174805e+00 5.125628140703517577e-01 -3.220186471939086914e+00
5.276381909547738225e-01 -1.797219753265380859e+00 5.276381909547738225e-01 -2.018775701522827148e+00
5.427135678391959983e-01 -3.948401689529418945e+00 5.427135678391959983e-01 -3.026226997375488281e+00
5.577889447236180631e-01 -2.558149814605712891e+00 5.577889447236180631e-01 -3.016111612319946289e+00
5.728643216080401279e-01 -2.274283170700073242e+00 5.728643216080401279e-01 -2.447822093963623047e+00
5.879396984924623037e-01 -2.059642672538757324e-01 5.879396984924623037e-01 -2.895948410034179688e+00
6.030150753768843686e-01 -1.807498574256896973e+00 6.030150753768843686e-01 -1.355775833129882812e+00
6.180904522613065444e-01 3.612898588180541992e-01 6.180904522613065444e-01 1.308921873569488525e-01
6.331658291457286092e-01 -1.012049674987792969e+00 6.331658291457286092e-01 -2.463857173919677734e+00
6.482412060301506740e-01 -1.023856878280639648e+00 6.482412060301506740e-01 -7.286308407783508301e-01
6.633165829145728498e-01 -2.069009065628051758e+00 6.633165829145728498e-01 -3.001556634902954102e+00
6.783919597989949146e-01 -1.532819151878356934e+00 6.783919597989949146e-01 -7.994323372840881348e-01
6.934673366834170904e-01 -1.989436030387878418e+00 6.934673366834170904e-01 -1.172993853688240051e-01
7.085427135678391553e-01 -1.589057207107543945e+00 7.085427135678391553e-01 -1.810371041297912598e+00
7.236180904522613311e-01 -1.856141686439514160e+00 7.236180904522613311e-01 -3.053658962249755859e+00
7.386934673366833959e-01 -1.466884464025497437e-01 7.386934673366833959e-01 -4.289575219154357910e-01
7.537688442211054607e-01 -9.082294702529907227e-01 7.537688442211054607e-01 5.181520432233810425e-02
7.688442211055276365e-01 -2.491612195968627930e+00 7.688442211055276365e-01 -1.458701014518737793e+00
7.839195979899497013e-01 -9.239249825477600098e-01 7.839195979899497013e-01 -5.276264548301696777e-01
7.989949748743718771e-01 -2.828728199005126953e+00 7.989949748743718771e-01 -1.102830171585083008e+00
8.140703517587939420e-01 -7.981541752815246582e-01 8.140703517587939420e-01 -3.315414115786552429e-02
8.291457286432160068e-01 -1.094144225120544434e+00 8.291457286432160068e-01 -2.037679672241210938e+00
8.442211055276381826e-01 -1.882428884506225586e+00 8.442211055276381826e-01 -5.700300335884094238e-01
8.592964824120602474e-01 -3.234108984470367432e-01 8.592964824120602474e-01 -2.214656352996826172e+00
8.743718592964824232e-01 -1.779091596603393555e+00 8.743718592964824232e-01 -1.803252339363098145e+00
8.894472361809044880e-01 2.679103612899780273e-01 8.894472361809044880e-01 -2.832088232040405273e+00
9.045226130653265528e-01 -7.335084676742553711e-01 9.045226130653265528e-01 -2.099927186965942383e+00
9.195979899497487287e-01 -1.633766412734985352e+00 9.195979899497487287e-01 -2.191452503204345703e+00
9.346733668341707935e-01 -2.536323785781860352e+00 9.346733668341707935e-01 -4.366984367370605469e-01
9.497487437185929693e-01 -2.218449592590332031e+00 9.497487437185929693e-01 -2.212556362152099609e+00
9.648241206030150341e-01 8.319814801216125488e-01 9.648241206030150341e-01 -5.706688761711120605e-01
9.798994974874370989e-01 -7.129557132720947266e-01 9.798994974874370989e-01 -1.454262375831604004e+00
9.949748743718592747e-01 1.798016764223575592e-02 9.949748743718592747e-01 -1.042699813842773438e+00
1.010050251256281451e+00 -1.027563333511352539e+00 1.010050251256281451e+00 -8.207942247390747070e-01
1.025125628140703515e+00 -3.776508197188377380e-02 1.025125628140703515e+00 -1.703348398208618164e+00
1.040201005025125580e+00 -2.335798025131225586e+00 1.040201005025125580e+00 2.071474194526672363e-01
1.055276381909547645e+00 -2.003921985626220703e+00 1.055276381909547645e+00 -3.887291252613067627e-01
1.070351758793969710e+00 -9.019219875335693359e-01 1.070351758793969710e+00 -2.324438095092773438e+00
1.085427135678391997e+00 -2.085496425628662109e+00 1.085427135678391997e+00 -4.704500436782836914e-01
1.100502512562814061e+00 -1.164479255676269531e+00 1.100502512562814061e+00 -5.252197012305259705e-02
1.115577889447236126e+00 -2.618619203567504883e-01 1.115577889447236126e+00 -4.465409219264984131e-01
1.130653266331658191e+00 -5.713115930557250977e-01 1.130653266331658191e+00 -8.264437317848205566e-01
1.145728643216080256e+00 -1.456567168235778809e+00 1.145728643216080256e+00 -8.558135628700256348e-01
1.160804020100502543e+00 -9.070052504539489746e-01 1.160804020100502543e+00 -9.179001450538635254e-01
1.175879396984924607e+00 -3.399012088775634766e-01 1.175879396984924607e+00 -1.326162457466125488e+00
1.190954773869346672e+00 -1.643086075782775879e+00 1.190954773869346672e+00 2.739640176296234131e-01
1.206030150753768737e+00 -1.288891315460205078e+00 1.206030150753768737e+00 -5.817552804946899414e-01
1.221105527638190802e+00 -1.044554233551025391e+00 1.221105527638190802e+00 2.333287745714187622e-01
1.236180904522613089e+00 -1.122985363006591797e+00 1.236180904522613089e+00 -4.236427843570709229e-01
1.251256281407035154e+00 -8.634037971496582031e-01 1.251256281407035154e+00 -1.446347355842590332e+00
1.266331658291457218e+00 -1.106904912739992142e-02 1.266331658291457218e+00 1.699342370033264160e+00
1.281407035175879283e+00 -1.335205435752868652e+00 1.281407035175879283e+00 -3.589087128639221191e-01
